51.481581,-3.17909
53.139551,-4.273911
52.415303,-4.08292
53.26928,-4.321285
51.85762,-4.312131
53.22739,-4.129263
52.866667,-4.5
51.62144,-3.943646
51.602628,-3.57966
51.875708,-4.939193
51.680886,-4.160248
51.600774,-3.342314
53.16313,-4.212325
53.118033,-4.127549
51.517099,-0.146084
52.381599,-3.922482
52.855076,-3.668298
52.927842,-4.133384
52.74215,-3.8844
53.044148,-4.283055
52.485205,-3.986391
53.181052,-4.212695
52.888816,-4.417634
51.438798,-3.173507
53.282872,-3.82948
53.04304,-2.992494
52.909911,-3.601584
51.805452,-3.922671
52.968285,-3.446331
51.747112,-4.91223
52.15936,-4.433785
52.919565,-4.233645
51.985162,-4.284689
53.255785,-4.311402
51.399753,-3.282586
51.583768,-3.428319
52.724112,-3.688959
53.137033,-3.795732
52.675484,-3.429018
52.998337,-3.944894
53.147852,-4.194649
53.28333,-3.833333
52.824497,-4.50536
51.88469,-3.99143
51.578829,-3.218134
53.178927,-4.058833
52.685018,-3.456812
51.656991,-3.805476
53.076701,-4.280573
51.864245,-2.238156
52.301537,-3.510641
53.116002,-4.268163
53.037941,-3.588402
53.083333,-4.083333
52.083703,-4.660864
53.268083,-3.7935
31.327119,-89.290339
51.584151,-2.997664
51.99825,-4.243239
52.851572,-4.583756
51.974284,-4.646704
53.281435,-3.241424
52.20399,-4.293585
53.05459,-4.283645
52.143087,-3.373682
53.316687,-3.765209
51.552094,-3.336974
53.053408,-4.25606
51.937404,-4.301702
53.224622,-4.197995
51.799894,-4.136441
53.130937,-4.240614
52.85201,-4.514739
52.037442,-4.468711
51.46209,-3.449581
19.432608,-99.133208
52.904127,-4.062969
53.180068,-4.270603
53.284355,-3.581405
53.293182,-3.72764
51.48333,-3.183333
52.938733,-3.958852
52.590273,-3.853485
52.160501,-4.301919
52.2417,-3.377742
52.174012,-4.25794
51.975551,-3.992338
53.178168,-3.596359
53.022409,-3.729895
53.167203,-3.141903
52.219998,-3.934385
40.714353,-74.005973
52.041675,-4.309198
53.136572,-3.337721
52.826174,-3.301967
51.683157,-3.817567
51.444358,-3.415117
53.183906,-3.425002
53.33105,-4.376968
52.159897,-4.466886
51.542919,-3.374953
51.721203,-3.355544
52.112903,-4.078509
53.114725,-3.310874
52.992992,-4.427481
51.545383,-3.27196
51.74873,-3.381646
51.951833,-4.14701
53.17005,-3.081488
52.465265,-4.022636
52.959065,-3.933458
53.801279,-1.548567
53.242458,-3.11919
53.089918,-3.80065
53.252813,-3.975109
52.934569,-4.555834
52.903732,-3.927315
53.154198,-3.309863
51.464284,-3.63499
52.185171,-4.15998
52.036633,-4.200672
53.149734,-3.417586
51.866715,-4.102519
51.755267,-4.116704
53.308051,-3.749941
53.079079,-4.313792
53.235693,-4.345801
51.7306,-3.48812
51.703915,-3.312749
53.193392,-2.893075
53.047479,-4.336862
51.696162,-4.083864
53.408371,-2.991573
53.04875,-3.680885
52.660348,-3.146407
42.373616,-71.109733
50.850340,4.351710
53.020583,-4.364979
52.433386,-3.969084
51.861484,-4.131084
51.749598,-4.279998
46.661397,-1.448266
52.960504,-4.447881
53.106152,-3.91236
52.958934,-4.199001
-37.814107,144.96328
51.714108,-3.843856
51.455874,-3.371177
53.333333,-3.083333
53.324061,-3.827609
51.59468,-3.784097
51.922965,-4.053418
52.919911,-4.330451
51.662082,-3.946232
52.61207,-3.627605
-22.913395,-43.20071
53.154479,-4.177936
53.110485,-4.206658
51.910591,-4.788986
56.339316,-2.7965
50.827932,-0.168749
51.720435,-3.853215
53.039249,-3.79964
51.691894,-4.943763
51.058701,-2.949907
51.716154,-3.451816
53.211588,-4.159899
51.792888,-3.988459
52.328557,-4.112553
51.587065,-3.651747
53.083333,-4.05
51.691573,-4.286183
51.673416,-3.886589
52.931492,-4.454263
51.668935,-3.195787
50.858631,11.730145
40.845719,25.873962
52.954783,-1.158109
52.92924,-4.067134
52.209872,-4.194867
52.062678,-4.601234
52.628549,-4.06985
52.278077,-3.829863
51.700369,-3.045268
52.135795,-4.30137
53.349805,-6.260310
52.97622,-4.405328
53.117104,-4.287154
53.479251,-2.247926
52.857872,-4.484416
52.09179,5.11457
52.953762,-2.869917
52.135974,-0.466656
52.951762,-4.051456
52.074885,-4.157826
51.766823,-3.159627
52.170954,-4.165488
52.08493,-4.13931
53.090636,-4.231281
53.287553,-3.642969
53.257975,-3.443728
41.805054,-80.948149
51.752021,-1.257726
53.22199,-4.281381
51.627045,-3.12778
50.21277,-5.294775
51.454513,-2.58791
53.381129,-1.470085
